name,placeRating,theme,address,latitude,longitude,webUrl,textRating,text,numberOfReviews,lang,id,website,city,imageUrl_x,description_x,text_sentiment,subtype
Grape,4.5,Restaurant,"Arrwadhah, Tabuk 47711, Saudi Arabia",28.4049428,36.5271268,https://www.google.com/maps/search/?api=1&query=%D8%AD%D8%B4%D9%88%D8%A9%20%D8%B9%D9%86%D8%A8%20%D9%84%D9%84%D8%AD%D9%84%D9%88%D9%8A%D8%A7%D8%AA&query_place_id=ChIJhQn2i8GvqRURwiPvg3qr8Jo,5,,23,,ChIJhQn2i8GvqRURwiPvg3qr8Jo,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipMAnfdE_tSwcnohoakWhOb0VX619nrPCFsNEG6M=w408-h544-k-no,,negative,Food & Dining
Biryani House,4.1,Indian restaurant,"طريق الامير سلطان بن عبدالعزيز, Al Salam, Tabuk 47311, Saudi Arabia",28.4058408,36.5960065,https://www.google.com/maps/search/?api=1&query=Biryani%20House&query_place_id=ChIJx8Leb8CtqRURMZ9XDh9P9mc,5,", Excellent on all levels
Especially Mohiuddin Al -Islam",2719,ar,ChIJx8Leb8CtqRURMZ9XDh9P9mc,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipMBHdluztrynUmSlZTEXeZ7bnfKmj1sa1SrvP54=w408-h306-k-no,,positive,Food & Dining
Western peoples,4.4,Restaurant,"9HP7+GVC, Alaziziyah Alqadimah, Tabuk 47912, Saudi Arabia",28.3863159,36.5646542,https://www.google.com/maps/search/?api=1&query=%D8%B4%D8%B9%D8%A8%D9%8A%D8%A7%D8%AA%20%D8%A7%D9%84%D8%BA%D8%B1%D8%A8%D9%8A%D8%A9&query_place_id=ChIJLx1X9KqtqRURUedAhxkq0BQ,5,,17,,ChIJLx1X9KqtqRURUedAhxkq0BQ,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipMB-Zr6tZn-dXtl0X8YmmLE6C17MlF26WZyu0qh=w493-h240-k-no,,negative,Food & Dining
Restaurants Kibda Taqatia Lokman,4.6,Buffet restaurant,"9G6G+RRM، طريق الملك عبدالله، البوادي, Tabuk 47917, Saudi Arabia",28.3620879,36.5270513,https://www.google.com/maps/search/?api=1&query=Restaurants%20Kibda%20Taqatia%20Lokman&query_place_id=ChIJ32fOYQCtqRURyzCLpf23iQw,5,,8,,ChIJ32fOYQCtqRURyzCLpf23iQw,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipMCDXi84WPJi6Kaz6Nnj0PqCorVgB8Q78I5CZdk=w408-h442-k-no,,positive,Food & Dining
Railway Park,3.8,Tour operator,"http://aboayman65@googlegroups.com معالم العالم, Alshifa, Tabuk 47919, Saudi Arabia",28.3646134,36.4771323,https://www.google.com/maps/search/?api=1&query=Railway%20Park&query_place_id=ChIJaXp3-K2tqRUR2HOQJEZVfe4,1,There is a park beside the Rail Way Museum but there is no tourism office in the middle of the road or anywhere nearby. I didn't find any tourism office nearby after I explore the area. There was none. Please correct your location if it really exists. Otherwise remove from the map because it was misleading the tourists. Thank you.,1162,en,ChIJaXp3-K2tqRUR2HOQJEZVfe4,https://support.google.com/tagassistant/answer/12005833?hl=en&ref_topic=6000196&sjid=17354409816150066368-EU,Tabuk,https://lh5.googleusercontent.com/p/AF1QipMEAXv0SVrM-MmZ7U2cMyBDXfIK8TgLWQTXTbZO=w408-h725-k-no,,positive,Food & Dining
Indian Meal,4.7,Indian restaurant,"شارع البازعي, Murujal Amir, Tabuk 25743, Saudi Arabia",28.4314966,36.5608732,https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%84%D9%88%D8%AC%D8%A8%D8%A9%20%D8%A7%D9%84%D9%87%D9%86%D8%AF%D9%8A%D8%A9%20Indian%20Meal&query_place_id=ChIJndTZtxyzqRURcuFG6Wx7AbU,5,Excellent service excellent restaurant I advise you,842,ar,ChIJndTZtxyzqRURcuFG6Wx7AbU,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipMGNnY9BIzdMB4lm08YQrSCx4Vt1VXXgJ9QMQsq=w426-h240-k-no,,positive,Food & Dining
Broast Laziz,4.2,Fast food restaurant,"8058, Al Munshiyah Al Qadimah, Tabuk 47914 Saudi Arabia",28.3787593,36.5614365,https://www.google.com/maps/search/?api=1&query=BROAST%20LAZIZ&query_place_id=ChIJw2uxBLOtqRURbryc_S8gnws,5,,138,,ChIJw2uxBLOtqRURbryc_S8gnws,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipMgWVDgWOOp6lT09uWyS_Yr_riRPAat5t6Qlbo=w426-h240-k-no,,positive,Food & Dining
Aden Corner Restaurant,5,Restaurant,"خط المدينه, Almunshiyah Al Jadidah, Tabuk 47914, Saudi Arabia",28.3821073,36.569512,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D8%B1%D9%83%D9%86%20%D8%B9%D8%AF%D9%86&query_place_id=ChIJhyMb2-qtqRURXs4YEJbaa6w,5,,3,,ChIJhyMb2-qtqRURXs4YEJbaa6w,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipMhNcKYuLghjn3qTcrgS0m7vp9FBESpJAm8X2Fg=w533-h240-k-no,,positive,Food & Dining
انغام لاند,3.2,Park,"3269 الشباب، 6397, Al Salihiyyah, Tabuk 47411, Saudi Arabia",28.3955869,36.549539,https://www.google.com/maps/search/?api=1&query=%D8%A7%D9%86%D8%BA%D8%A7%D9%85%20%D9%84%D8%A7%D9%86%D8%AF&query_place_id=ChIJJU1ky2utqRURLr5f3wbHpoE,1,"The place is beautiful. We went on a basis that we liked, but the worst thing was the sound of songs over every session and we told them to turn it off. If we got a little upset, they said it was forbidden. This is the policy of the place.
The order takes from half an hour to 45 minutes. The desserts I recommend are no less than normal, and the coffee is not worth it and it does not taste sweet.
In general, if they listen to customers and improve the place based on what they ask for, it will be the best place.",179,en,ChIJJU1ky2utqRURLr5f3wbHpoE,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipMJmz5y7yE3MSKpVaOGXbT7uZrSfeAk3pff8aiJ=w408-h544-k-no,,positive,Nature & Parks
Matam Banan Lounge,3.9,Restaurant,"4889، المروج، تبوك 47312 8568،, Tabuk 47312, Saudi Arabia",28.4206275,36.5873851,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D8%A8%D9%86%D8%A7%D9%86%20%D9%84%D8%A7%D9%88%D9%86%D8%AC&query_place_id=ChIJ1RYN7KqzqRUR_MmssT8cPsU,4,,949,,ChIJ1RYN7KqzqRUR_MmssT8cPsU,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipMKGahsBfFlSbQ73Wb7Qy0VXLh-4B9yLHE7Ypbp=w426-h240-k-no,,positive,Food & Dining
Seç 2 Turkish Restourant Madain For BBQ,3.9,Barbecue restaurant,"9HQ5+3MQ حي، النهضة, Tabuk 47914, Saudi Arabia",28.3877055,36.559224,https://www.google.com/maps/search/?api=1&query=Se%C3%A7%202%20Turkish%20Restourant%20Madain%20For%20BBQ&query_place_id=ChIJTc4z8qytqRUR0e3ULGMg1Cs,5,,915,,ChIJTc4z8qytqRUR0e3ULGMg1Cs,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipMKxQXlHdTv4ytBxI8ORafNYSuasd5BMicXSwvf=w408-h544-k-no,,positive,Food & Dining
"Turkish Restaurant, Tabuk.jorden road",3.5,Restaurant,"GF48+XP3, King Khalid Rd, Tabuk 47512, Saudi Arabia",28.5073963,36.4667847,https://www.google.com/maps/search/?api=1&query=Turkish%20Restaurant%2C%20Tabuk.jorden%20road&query_place_id=ChIJtyNoqO-wqRURVqjlXKYsZMw,2,acceptable,564,ar,ChIJtyNoqO-wqRURVqjlXKYsZMw,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipMLNczX5aZa2eh7_VcFGCKXNDCXGDAz4bT2mHp4=w408-h306-k-no,,neutral,Food & Dining
Tabuk Golden Restaurant,4.7,Restaurant,"Alkhaldiya Ghadimah, Bangali Market Road SharaAlam, Tabuk 47914, Saudi Arabia",28.3851322,36.5619106,https://www.google.com/maps/search/?api=1&query=Tabuk%20Golden%20Restaurant&query_place_id=ChIJ6yKqdPGtqRURFxLfhR_qXCw,5,,18,,ChIJ6yKqdPGtqRURFxLfhR_qXCw,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipMLVrZ-L9iR1EeNtXjrMHGHNFb1ZrC3Xke20gYQ=w408-h306-k-no,,positive,Food & Dining
"KERALA HOTEL Madeena Restaurant, South Indian Food",4,South Indian restaurant,"Al'awayshah, Tabuk 47914, Saudi Arabia",28.3849048,36.5609158,https://www.google.com/maps/search/?api=1&query=KERALA%20HOTEL%20Madeena%20Restaurant%2C%20South%20Indian%20Food&query_place_id=ChIJK-s-qlSsqRURWFxu0wIye58,1,,222,,ChIJK-s-qlSsqRURWFxu0wIye58,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipMncuVmzRP1sonb4CiLeLr_Mp24F0wrUT5ivFc=w408-h725-k-no,,positive,Food & Dining
جناح الطفولة للالعاب,3.8,Game store,"9HPH+83M, Assalman, Tabuk 47911, Saudi Arabia",28.3858399,36.5776869,https://www.google.com/maps/search/?api=1&query=%D8%AC%D9%86%D8%A7%D8%AD%20%D8%A7%D9%84%D8%B7%D9%81%D9%88%D9%84%D8%A9%20%D9%84%D9%84%D8%A7%D9%84%D8%B9%D8%A7%D8%A8&query_place_id=ChIJOXTtJoitqRURq5aWnsZaPM4,1,They treat people under 16 badly and their prices are high. They also extend their hand to those under 16. I hope they will be held accountable ☝️🤲,29,en,ChIJOXTtJoitqRURq5aWnsZaPM4,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipMNg6w3Hx3Pg6UJo7-tPCztfLP-cnBAqSsewEBs=w426-h240-k-no,,positive,Entertainment
Al-Bustan Restaurants,3.6,Restaurant,"Prince Fahad Ibn Sultan, Al Muruj, Tabuk 47312, Saudi Arabia",28.4109562,36.5944582,https://www.google.com/maps/search/?api=1&query=Al-Bustan%20Restaurants&query_place_id=ChIJAZPrQVmtqRURbtTC7cVkwzk,1,"Steak asked meat surrounding meat ?? And the taste of the steak is a smoker, not a shield, why is it called a steak !!",2512,ar,ChIJAZPrQVmtqRURbtTC7cVkwzk,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipMomzs4O5q57dQKkwk1F4XHs2SyTToDCTzEvBr8=w408-h306-k-no,,positive,Food & Dining
Jumpoline,4,Amusement center,"6949 King Khalid Rd, Alaziziyah Alqadimah, Tabuk 47912, Saudi Arabia",28.3942147,36.561719,https://www.google.com/maps/search/?api=1&query=Jumpoline&query_place_id=ChIJO8SqMzitqRURiV0_f4wFIOw,1,"Instructions are not clear,staff not professional and sooo expensive.. really, it was a bad experience",348,en,ChIJO8SqMzitqRURiV0_f4wFIOw,https://awsaudi.com/,Tabuk,https://lh5.googleusercontent.com/p/AF1QipMpbFL0E8ujolfbIU0oaZ9SOUbBS-x3hY3WDb1m=w408-h544-k-no,,neutral,Entertainment
Glad,3.9,Hamburger restaurant,"Alulaya, Tabuk 47911, Saudi Arabia",28.3783173,36.5770919,https://www.google.com/maps/search/?api=1&query=Glad&query_place_id=ChIJe79gzu2tqRURFcqCxOrphmM,1,,535,,ChIJe79gzu2tqRURFcqCxOrphmM,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipMQ1aCckdU5RP-cuA-SuWpfyKEwzU-dHLXNQXKu=w408-h544-k-no,,positive,Food & Dining
Lavilla restaurant,3.7,Restaurant,"7998, Alfaysaliyyah Al Janubiyyah, 4008, Tabuk 47911, Saudi Arabia",28.3922455,36.584773,https://www.google.com/maps/search/?api=1&query=Lavilla%20restaurant&query_place_id=ChIJ6xZthhatqRURG5h9SbQfWsE,5,"Eastern breakfast with its food, its purpose, its passion and the variety",2566,ar,ChIJ6xZthhatqRURG5h9SbQfWsE,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipMQpUFq3gW5yO5yOzmRTMeuaBrd03v8UPJQlBxi=w408-h544-k-no,,positive,Food & Dining
"Mawal Jundovli restaurants, Al -Faisaliah Al -North Branch",3.7,Restaurant,"2978 King Saud Rd, Al Faisaliyah Ashamaliyah Tabuk 47913 7952 King Saud Rd, 7952, Al Faisaliyah Ashamaliyah, Tabuk 47913, Saudi Arabia",28.409159,36.5470575,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%A7%D8%B9%D9%85%20%D9%85%D9%88%D8%A7%D9%84%20%D8%AC%D9%86%D8%AF%D9%88%D9%81%D9%84%D9%8A%20%D9%81%D8%B1%D8%B9%20%D8%A7%D9%84%D9%81%D9%8A%D8%B5%D9%84%D9%8A%D8%A9%20%D8%A7%D9%84%D8%B4%D9%85%D8%A7%D9%84%D9%8A%D8%A9&query_place_id=ChIJITiMgJWtqRUR6NtURAoTZSI,2,normal,1190,ar,ChIJITiMgJWtqRUR6NtURAoTZSI,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipMS2cIuTef8nfa6GT4q78LuzYoaTMpecsYKQOoV=w408-h544-k-no,,positive,Food & Dining
Albasha Restaurant,3.7,Restaurant,"شارع المطاعم, Alulaya, Tabuk 47911, Saudi Arabia",28.3833301,36.5810847,https://www.google.com/maps/search/?api=1&query=Albasha%20Restaurant&query_place_id=ChIJv5SrchytqRURJCEwQ0WfPzE,3,,2028,,ChIJv5SrchytqRURJCEwQ0WfPzE,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipMSFuwOT72xfx2WIY67cvfnW1RVqh3vFVWGtRCW=w514-h240-k-no,,positive,Food & Dining
Caravan Restaurant 014420743,4.4,Restaurant,"First floor enjaz bank، 3668 صالح التويجري، المنشية القديمة 8513, Tabuk 47914, Saudi Arabia",28.3831453,36.5613291,https://www.google.com/maps/search/?api=1&query=Caravan%20Restaurant%20014420743&query_place_id=ChIJwdY1hVSsqRURdlD7Zf1353c,5,,188,,ChIJwdY1hVSsqRURdlD7Zf1353c,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipMtwRD2hf6VLOjG19phF4wRSbJuyhCfvsFL_3Ks=w408-h535-k-no,,positive,Food & Dining
House Restaurant red compact Tabuk,3.5,Restaurant,"6550, 4239, Alhudaibah, Tabuk 47914, Saudi Arabia",28.36535,36.5678209,https://www.google.com/maps/search/?api=1&query=House%20Restaurant%20red%20compact%20Tabuk&query_place_id=ChIJSUVICvWsqRURQK2j_6_GL0Q,5,very good,171,ar,ChIJSUVICvWsqRURQK2j_6_GL0Q,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipMU5SMaRPkJKkqP1i9b7Xpbo8eaOyRFiDST728X=w408-h306-k-no,,positive,Food & Dining
Amas Restaurant,4.2,Restaurant,"KAAA5248، 8203 ريحانة الزبيدية، 5248, Tabuk 47312, Saudi Arabia",28.4175888,36.5913274,https://www.google.com/maps/search/?api=1&query=Amas%20Restaurant&query_place_id=ChIJzXrQczyzqRURfu9VgBVE_KQ,1,"The service is very bad, if you want something, they put you with their mood, the service is very bad",990,ar,ChIJzXrQczyzqRURfu9VgBVE_KQ,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipMV_9tQshmvRFUJehwTSo-lTd3CboqPWew9Arr-=w408-h244-k-no,,positive,Food & Dining
Top Grill Restaurant and Lounge,4.4,Fine dining restaurant,"الغروي سنتر, Murujal Amir, Tabuk 47411, Saudi Arabia",28.4254993,36.5721842,https://www.google.com/maps/search/?api=1&query=Top%20Grill%20Restaurant%20and%20Lounge&query_place_id=ChIJRVE5EGazqRURzMb1BzS9rRg,5,,1586,,ChIJRVE5EGazqRURzMb1BzS9rRg,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipMV6MTLV4uG3Ja23iMgp5LsW28Ppc4t4rFcRWM8=w408-h272-k-no,,positive,Food & Dining
Atoll,4.8,Fusion restaurant,"King Abdullah Rd, st، Tabuk 47315, Saudi Arabia",28.4245423,36.5720969,https://www.google.com/maps/search/?api=1&query=Atoll&query_place_id=ChIJz6wB7iKzqRURi4u-UbrwbVo,5,,1655,,ChIJz6wB7iKzqRURi4u-UbrwbVo,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipMwQLrYqMwk3BISYhEAoz_prUkZlIGjEWJCDpiR=w408-h724-k-no,,positive,Food & Dining
Garden Alkhaddra Tabuk,3.9,Park,"47531, Saudi Arabia",28.3971299,36.7277093,https://www.google.com/maps/search/?api=1&query=Garden%20Alkhaddra%20Tabuk&query_place_id=ChIJ91D7I0ZOqBUR-ZDtAApaJJA,5,Wonderful place for family 👨‍👨‍👧,523,en,ChIJ91D7I0ZOqBUR-ZDtAApaJJA,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipMWsIVtXjTRhWwggfhYdus3El3UD-HzQVmVPE37=w408-h544-k-no,,positive,Nature & Parks
"Hikari sushi restaurant, Hikari Sushi",4.5,Sushi restaurant,"King Khalid Rd, Almasif, Tabuk 47321, Saudi Arabia",28.4322967,36.5273534,https://www.google.com/maps/search/?api=1&query=Hikari%20sushi%20restaurant%20%D8%8C%D9%87%D9%8A%D9%83%D8%A7%D8%B1%D9%8A%20%D8%B3%D9%88%D8%B4%D9%8A&query_place_id=ChIJXdngpqutqRUR-1_06OAwFzc,3,"Very good, but an overrated price and the shop is small",422,ar,ChIJXdngpqutqRUR-1_06OAwFzc,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipMWW6kYOPsfwPXQQilrOwmks7cYdN1WuGb-Mhoe=w408-h665-k-no,,positive,Food & Dining
Dar Al Biryani Restaurant,4.6,Indian restaurant,"King Abdul Aziz Rd, Alulaya, Tabuk 47911, Saudi Arabia",28.3763392,36.5804097,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D8%AF%D8%A7%D8%B1%20%D8%A7%D9%84%D8%A8%D8%B1%D9%8A%D8%A7%D9%86%D9%8A&query_place_id=ChIJQUaSWCetqRUR38mGdWTzHhs,5,"The irresistible taste, service and distinctive hygiene they have",32,ar,ChIJQUaSWCetqRUR38mGdWTzHhs,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipMyjfAtn6M-2I-hPWRW-IXBPhNBPMqUEB_kSu4=w414-h240-k-no,,positive,Food & Dining
Funtown tabuk,3.5,Amusement park,"3115 King Abdullah Ibn Abdul Aziz Rd, Al Salihiyyah، 6403 طريق الملك عبدالله بن عبدالعزيز،, Tabuk 47913, Saudi Arabia",28.3951147,36.5488789,https://www.google.com/maps/search/?api=1&query=Funtown%20tabuk&query_place_id=ChIJG0pmyLatqRUR9xNuPByp9JQ,1,"The tea comes before the manakish, and the tea is also cold, and the manakish has been coming for a long time, so how can I drink cold tea?",378,en,ChIJG0pmyLatqRUR9xNuPByp9JQ,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipMz0oQ2Dl7cj3XRSut13NLG9bX9QKHdjI8BqFy5=w408-h759-k-no,,positive,Entertainment
Frog Al Madafah,4,Restaurant,"7186 ابن الجوزي، 2529, Sultanah, Tabuk 47311, Saudi Arabia",28.3976959,36.5839437,https://www.google.com/maps/search/?api=1&query=Broast%20Al%20Madafah&query_place_id=ChIJ8-UEyRStqRURIqHTMt0JjZg,5,,238,,ChIJ8-UEyRStqRURIqHTMt0JjZg,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipN11uaVa-In320sShZfv7zgLfGYwbcuG2FnHK_N=w408-h544-k-no,,positive,Food & Dining
Hotel tharavadu,4.2,Kerala restaurant,"Sharalam, Tabuk 47914, Saudi Arabia",28.3866463,36.5591969,https://www.google.com/maps/search/?api=1&query=HOTEL%20THARAVADU&query_place_id=ChIJiVfeE4utqRURIOKRJM_SLUw,4,,419,,ChIJiVfeE4utqRURIOKRJM_SLUw,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipN3INEHdYCfI1jkxiOaA9pOTdQ_KBCjEeudovSV=w408-h306-k-no,,positive,Food & Dining
"Al-Joud Sirih Grills, Tabuk",4.1,Restaurant,"مغسلة المسعر، بجوار، حي الخالدية, Tabuk Saudi Arabia",28.380611,36.5640258,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B4%D9%88%D9%8A%D8%A7%D8%AA%20%D8%A7%D9%84%D8%AC%D9%88%D8%AF%20%D8%B3%D9%8A%D8%B1%D9%8A%D9%87%20%D8%AA%D8%A8%D9%88%D9%83&query_place_id=ChIJ-7fvx1WsqRURpz9Mh-hcR6Q,5,,395,,ChIJ-7fvx1WsqRURpz9Mh-hcR6Q,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipN4QvVRX_-adGmWiKDDXtyfujrnNe3uk9bQBScy=w408-h268-k-no,,positive,Food & Dining
شاطئ الردسي Red Sea Beach,4.7,Children's amusement center,"السنابل مول, طريق عمر بن الخطاب، العزيزية القديمة Alsnabel Mall, Omar Ibn Elkhatab Road, Tabuk 47912, Saudi Arabia",28.3870702,36.5633916,https://www.google.com/maps/search/?api=1&query=%D8%B4%D8%A7%D8%B7%D8%A6%20%D8%A7%D9%84%D8%B1%D8%AF%D8%B3%D9%8A%20Red%20Sea%20Beach&query_place_id=ChIJI-23LNatqRURWBgX20i9-8Q,1,"I brought the boy at 10:30 at night and they told me that work ends at 11:30, which means only one hour for 60 riyals. This is a great injustice.. I told them that I will bring the boy tomorrow for two hours and there will be no compensation for three hours. They said no.
I mean, someone brings his child in the morning and plays with him for ten hours, as he used to for only one hour
In addition, Al-Sanabil's rent is supposed to be the same as the rent for Tabuk Park... because the rent for the property is expensive",123,en,ChIJI-23LNatqRURWBgX20i9-8Q,https://rsb.alkamal.sa/,Tabuk,https://lh5.googleusercontent.com/p/AF1QipN6PkqpDQJto0fTNZv8S8o044z3PQQBkd_qVajq=w426-h240-k-no,,positive,Entertainment
Alhokair Mall,3.8,Shopping mall,"عمر بن الخطاب, Al Salihiyyah, Tabuk 47913, Saudi Arabia",28.3947557,36.5484368,https://www.google.com/maps/search/?api=1&query=Alhokair%20Mall&query_place_id=ChIJ7ejEv7atqRURLC1yF7CTd9I,5,Duba beach best place to visit with family,4562,en,ChIJ7ejEv7atqRURLC1yF7CTd9I,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipN7hAWz5uXfuiDJnCc7-iLX013aZYjCM_8EZTnj=w408-h264-k-no,,positive,Shopping
Alia Ibrahim Al-Atawi Restaurant in Tabuk,3.9,Punjabi restaurant,"9HP7+92R, King Abdulaziz Rd, Al'awayshah, Tabuk 47914, Saudi Arabia",28.3859785,36.5625061,https://www.google.com/maps/search/?api=1&query=%D9%85%D8%B7%D8%B9%D9%85%20%D8%B9%D8%A7%D9%84%D9%8A%D8%A9%20%D8%A5%D8%A8%D8%B1%D8%A7%D9%87%D9%8A%D9%85%20%D8%A7%D9%84%D8%B9%D8%B7%D9%88%D9%8A%20%D8%A8%D8%AA%D8%A8%D9%88%D9%83&query_place_id=ChIJnc4LFqutqRURq4clmXzG5Ow,2,"List it, but the meat gives it 2/10",23,ar,ChIJnc4LFqutqRURq4clmXzG5Ow,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipN7O0CHH5ijxqBd1uaLeQHXmWFaaAxxrlJUvIMO=w426-h240-k-no,,positive,Food & Dining
Alright,3.1,Fast food restaurant,"3156 طريق الامير سلطان بن عبدالعزيز, Alaziziyah Aljadidah، 6676, Tabuk 47911, Saudi Arabia",28.3801463,36.5761568,https://www.google.com/maps/search/?api=1&query=Albaik&query_place_id=ChIJbRBEYwCtqRURI5gYx2ndt8Y,1,"The experience does not deserve a very bad experience, the employees, bad morals, lack the simplest things in the art of dealing with frankness, abnormal escaping, and noble.",1738,ar,ChIJbRBEYwCtqRURI5gYx2ndt8Y,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipN8jxFrAkFqDt8oPBkL7yagVvvlgITkKxQOlL_g=w408-h306-k-no,,positive,Food & Dining
Official Hotel,3.8,Restaurant,"Al Awayshah, 8844 Salih at Twyjri 3630, Tabuk 47914, Saudi Arabia",28.3858964,36.5613023,https://www.google.com/maps/search/?api=1&query=Rasmiya%20Hotel&query_place_id=ChIJFT-tjnetqRURwRWqdGLPtK4,1,,13,,ChIJFT-tjnetqRURwRWqdGLPtK4,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipNBebfUqWJkDhccxLV5VjubYRejU2KT4zKBjFHc=w426-h240-k-no,,positive,Food & Dining
Pakistan Restaurant,3.7,Asian restaurant,"القديمة،, KGAD3036، 3036 عمر بن الخطاب، 6224، حي العزيزية, Tabuk 47912, Saudi Arabia",28.3877198,36.5635094,https://www.google.com/maps/search/?api=1&query=Pakistan%20Restaurant&query_place_id=ChIJ-Y7QLWCtqRURv-nJf0a2hvY,1,,3,,ChIJ-Y7QLWCtqRURv-nJf0a2hvY,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipNBK1V7_zPAl9sqLOIrtpiWg7VLUrmUv-5gwXSj=w426-h240-k-no,,positive,Food & Dining
ملاهي جونكا,5,Theme park,"9HM8+CF4, Almunshiyah Al Qadimah, Tabuk 47914, Saudi Arabia",28.3835079,36.5661908,https://www.google.com/maps/search/?api=1&query=%D9%85%D9%84%D8%A7%D9%87%D9%8A%20%D8%AC%D9%88%D9%86%D9%83%D8%A7&query_place_id=ChIJ73hGIACtqRURR6mG0tWD36c,5,Sometimes it is fun and the best thing is that the bouncy balls are divided into separate sections for children and those over 10 at a time. Sometimes it is special and there are restaurants and cafes nearby so that you and your children can enjoy themselves safely.,1,en,ChIJ73hGIACtqRURR6mG0tWD36c,,Tabuk,https://lh5.googleusercontent.com/p/AF1QipNc_TzvX7egvu3OsLZmnMr2BtuWVMXBRv8cGJeO=w408-h712-k-no,,positive,Entertainment
